,Number Of Pancakes,Gap,Problem ID,Start state,Goal state,Initial Heuristic,Algorithm,Memory,Status,States Expanded,Runtime(seconds)
2049,16.0,2.0,93.0, 8 15 10 9 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),3925585,1.0,16314472.0,54.5229
2050,16.0,2.0,93.0, 8 15 10 9 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),1570234,1.0,35461971.0,99.7977
2051,16.0,2.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,889783.0,1.0,146570.0,1.1219
2052,16.0,2.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,192087.0,1.1219
2053,16.0,2.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),800804,1.0,769726.0,2.7333
2054,16.0,2.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),667337,1.0,753061.0,2.5123
2055,16.0,2.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),444891,1.0,1012888.0,2.7282
2056,16.0,2.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),222445,1.0,995103.0,2.5004
2057,16.0,2.0,94.0, 10 11 8 9 13 12 15 14 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),88978,1.0,2505683.0,5.5039
2058,16.0,2.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MM,2498410.0,1.0,285668.0,3.2273
2059,16.0,2.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,I-MM,-,1.0,351901.0,3.2273
2060,16.0,2.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.90),2248569,1.0,1558391.0,7.659
2061,16.0,2.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.75),1873807,1.0,1523482.0,6.8346
2062,16.0,2.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.50),1249205,1.0,1466733.0,5.4935
2063,16.0,2.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.25),624602,1.0,1783612.0,4.9454
2064,16.0,2.0,95.0, 4 3 1 2 0 7 6 5 11 12 8 10 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.10),249841,1.0,2576207.0,6.4074
2065,16.0,2.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,371338.0,1.0,28973.0,0.2589
2066,16.0,2.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,49841.0,0.2589
2067,16.0,2.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),334204,1.0,185257.0,0.6507
2068,16.0,2.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),278503,1.0,180935.0,0.5784
2069,16.0,2.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),185669,1.0,191225.0,0.5498
2070,16.0,2.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),92834,1.0,263536.0,0.5944
2071,16.0,2.0,96.0, 0 1 3 2 5 4 7 6 14 15 12 13 9 10 11 8, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),37133,1.0,313731.0,0.668
2072,16.0,2.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MM,2739352.0,1.0,227865.0,3.3258
2073,16.0,2.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,I-MM,-,1.0,437288.0,3.3258
2074,16.0,2.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.90),2465416,1.0,1283313.0,6.5188
2075,16.0,2.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.75),2054514,1.0,1250807.0,5.8411
2076,16.0,2.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.50),1369676,1.0,1395815.0,5.4327
2077,16.0,2.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.25),684838,1.0,1338567.0,4.4867
2078,16.0,2.0,97.0, 8 15 10 9 12 11 14 13 2 4 3 6 5 7 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,9.0,MBBDS(k=1)(0.10),273935,1.0,2123894.0,5.0832
2079,16.0,2.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,1495569.0,1.0,178352.0,1.7547
2080,16.0,2.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,234445.0,1.7547
2081,16.0,2.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),1346012,1.0,1038468.0,4.5986
2082,16.0,2.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),1121676,1.0,1020307.0,4.044
2083,16.0,2.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),747784,1.0,986726.0,3.356
2084,16.0,2.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),373892,1.0,1308845.0,3.5697
2085,16.0,2.0,98.0, 12 14 13 15 9 10 11 8 4 1 2 3 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),149556,1.0,2202687.0,5.3832
2086,16.0,2.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,15106320.0,1.0,2181018.0,25.3087
2087,16.0,2.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,2811192.0,25.3087
2088,16.0,2.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),13595688,1.0,14635771.0,70.539
2089,16.0,2.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),11329740,1.0,14124032.0,64.3364
2090,16.0,2.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),7553160,1.0,13760978.0,55.4862
2091,16.0,2.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),3776580,1.0,17715173.0,58.92
2092,16.0,2.0,99.0, 0 1 3 2 5 4 7 6 8 10 9 11 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),1510632,1.0,30810822.0,90.1865
2093,16.0,2.0,100.0, 10 8 9 13 12 11 15 14 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,1331904.0,1.0,175820.0,1.5994
2094,16.0,2.0,100.0, 10 8 9 13 12 11 15 14 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,232074.0,1.5994
2095,16.0,2.0,100.0, 10 8 9 13 12 11 15 14 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),1198713,1.0,1044375.0,4.167
2096,16.0,2.0,100.0, 10 8 9 13 12 11 15 14 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),998928,1.0,1006272.0,3.7698
2097,16.0,2.0,100.0, 10 8 9 13 12 11 15 14 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),665952,1.0,976714.0,3.2065
2098,16.0,2.0,100.0, 10 8 9 13 12 11 15 14 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),332976,1.0,1271064.0,3.3478
2099,16.0,2.0,100.0, 10 8 9 13 12 11 15 14 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),133190,1.0,2507127.0,5.9678
2100,16.0,3.0,1.0, 11 9 10 8 15 14 13 12 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,3506847.0,1.0,438149.0,4.9743
2101,16.0,3.0,1.0, 11 9 10 8 15 14 13 12 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,512005.0,4.9743
2102,16.0,3.0,1.0, 11 9 10 8 15 14 13 12 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),3156162,1.0,1758691.0,9.8455
2103,16.0,3.0,1.0, 11 9 10 8 15 14 13 12 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),2630135,1.0,1666230.0,8.5423
2104,16.0,3.0,1.0, 11 9 10 8 15 14 13 12 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),1753423,1.0,1591171.0,6.7709
2105,16.0,3.0,1.0, 11 9 10 8 15 14 13 12 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),876711,1.0,2045640.0,6.4465
2106,16.0,3.0,1.0, 11 9 10 8 15 14 13 12 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),350684,1.0,2439532.0,6.5048
2107,16.0,3.0,2.0, 8 10 9 15 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,7959586.0,1.0,680950.0,10.1565
2108,16.0,3.0,2.0, 8 10 9 15 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,1305151.0,10.1565
2109,16.0,3.0,2.0, 8 10 9 15 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),7163627,1.0,6013538.0,29.0164
2110,16.0,3.0,2.0, 8 10 9 15 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),5969689,1.0,5913701.0,27.1044
2111,16.0,3.0,2.0, 8 10 9 15 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),3979793,1.0,6003034.0,23.4902
2112,16.0,3.0,2.0, 8 10 9 15 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),1989896,1.0,9052410.0,27.6794
2113,16.0,3.0,2.0, 8 10 9 15 12 11 14 13 6 7 4 5 2 3 0 1, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),795958,1.0,9963400.0,27.6047
2114,16.0,3.0,3.0, 0 2 1 4 3 6 5 7 8 11 10 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,21205167.0,1.0,1853907.0,29.8765
2115,16.0,3.0,3.0, 0 2 1 4 3 6 5 7 8 11 10 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,2721669.0,29.8765
2116,16.0,3.0,3.0, 0 2 1 4 3 6 5 7 8 11 10 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),19084650,1.0,9580793.0,65.3262
2117,16.0,3.0,3.0, 0 2 1 4 3 6 5 7 8 11 10 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),15903875,1.0,8326196.0,53.0714
2118,16.0,3.0,3.0, 0 2 1 4 3 6 5 7 8 11 10 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),10602583,1.0,8846660.0,46.4029
2119,16.0,3.0,3.0, 0 2 1 4 3 6 5 7 8 11 10 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),5301291,1.0,9200753.0,37.5544
2120,16.0,3.0,3.0, 0 2 1 4 3 6 5 7 8 11 10 9 13 12 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),2120516,1.0,16047508.0,47.6072
2121,16.0,3.0,4.0, 15 12 13 14 8 10 9 11 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,27520228.0,1.0,3471834.0,44.3405
2122,16.0,3.0,4.0, 15 12 13 14 8 10 9 11 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,4202175.0,44.3405
2123,16.0,3.0,4.0, 15 12 13 14 8 10 9 11 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),24768205,1.0,20301914.0,114.0631
2124,16.0,3.0,4.0, 15 12 13 14 8 10 9 11 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),20640171,1.0,19869293.0,104.3975
2125,16.0,3.0,4.0, 15 12 13 14 8 10 9 11 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),13760114,1.0,19187113.0,86.1835
2126,16.0,3.0,4.0, 15 12 13 14 8 10 9 11 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),6880057,1.0,24738568.0,89.8181
2127,16.0,3.0,4.0, 15 12 13 14 8 10 9 11 0 2 1 3 5 4 7 6, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),2752022,1.0,29578650.0,95.2852
2128,16.0,3.0,5.0, 8 10 9 12 11 14 13 15 7 5 6 3 4 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MM,83861542.0,1.0,7885703.0,367.3954
2129,16.0,3.0,5.0, 8 10 9 12 11 14 13 15 7 5 6 3 4 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,I-MM,-,1.0,15747607.0,367.3954
2130,16.0,3.0,5.0, 8 10 9 12 11 14 13 15 7 5 6 3 4 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.90),75475387,1.0,89263096.0,1404.249
2131,16.0,3.0,5.0, 8 10 9 12 11 14 13 15 7 5 6 3 4 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.75),62896156,1.0,88011910.0,827.2604
2132,16.0,3.0,5.0, 8 10 9 12 11 14 13 15 7 5 6 3 4 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.50),41930771,1.0,90525295.0,412.1571
2133,16.0,3.0,5.0, 8 10 9 12 11 14 13 15 7 5 6 3 4 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.25),20965385,1.0,152580496.0,533.3805
2134,16.0,3.0,5.0, 8 10 9 12 11 14 13 15 7 5 6 3 4 1 2 0, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,8.0,MBBDS(k=1)(0.10),8386154,1.0,231123779.0,725.6462
2135,16.0,3.0,6.0, 0 2 1 4 3 6 5 7 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MM,16920336.0,1.0,1452239.0,22.9365
2136,16.0,3.0,6.0, 0 2 1 4 3 6 5 7 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,I-MM,-,1.0,2116751.0,22.9365
2137,16.0,3.0,6.0, 0 2 1 4 3 6 5 7 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.90),15228302,1.0,10576689.0,60.6198
2138,16.0,3.0,6.0, 0 2 1 4 3 6 5 7 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.75),12690252,1.0,10355999.0,54.8351
2139,16.0,3.0,6.0, 0 2 1 4 3 6 5 7 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.50),8460168,1.0,10002272.0,46.7438
2140,16.0,3.0,6.0, 0 2 1 4 3 6 5 7 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.25),4230084,1.0,9999514.0,39.8635
2141,16.0,3.0,6.0, 0 2 1 4 3 6 5 7 8 13 10 9 12 11 15 14, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,7.0,MBBDS(k=1)(0.10),1692033,1.0,15318316.0,45.2189
2142,16.0,3.0,7.0, 8 11 10 9 13 12 15 14 3 1 2 0 7 6 5 4, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MM,292398.0,1.0,23773.0,0.2098
2143,16.0,3.0,7.0, 8 11 10 9 13 12 15 14 3 1 2 0 7 6 5 4, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,I-MM,-,1.0,28915.0,0.2098
2144,16.0,3.0,7.0, 8 11 10 9 13 12 15 14 3 1 2 0 7 6 5 4, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.90),263158,1.0,100306.0,0.466
2145,16.0,3.0,7.0, 8 11 10 9 13 12 15 14 3 1 2 0 7 6 5 4, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.75),219298,1.0,110135.0,0.439
2146,16.0,3.0,7.0, 8 11 10 9 13 12 15 14 3 1 2 0 7 6 5 4, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.50),146199,1.0,104355.0,0.3419
2147,16.0,3.0,7.0, 8 11 10 9 13 12 15 14 3 1 2 0 7 6 5 4, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.25),73099,1.0,98365.0,0.2711
2148,16.0,3.0,7.0, 8 11 10 9 13 12 15 14 3 1 2 0 7 6 5 4, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,5.0,MBBDS(k=1)(0.10),29239,1.0,153578.0,0.3656
2149,16.0,3.0,8.0, 8 9 15 13 14 11 12 10 4 2 3 1 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,7541403.0,1.0,660419.0,9.4099
2150,16.0,3.0,8.0, 8 9 15 13 14 11 12 10 4 2 3 1 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,1399957.0,9.4099
2151,16.0,3.0,8.0, 8 9 15 13 14 11 12 10 4 2 3 1 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),6787262,1.0,8429844.0,36.3832
2152,16.0,3.0,8.0, 8 9 15 13 14 11 12 10 4 2 3 1 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),5656052,1.0,8330643.0,33.9648
2153,16.0,3.0,8.0, 8 9 15 13 14 11 12 10 4 2 3 1 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),3770701,1.0,8389909.0,32.2093
2154,16.0,3.0,8.0, 8 9 15 13 14 11 12 10 4 2 3 1 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),1885350,1.0,14189297.0,42.355
2155,16.0,3.0,8.0, 8 9 15 13 14 11 12 10 4 2 3 1 0 7 6 5, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),754140,1.0,20294103.0,52.2692
2156,16.0,3.0,9.0, 1 0 3 2 5 4 7 6 11 12 9 10 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,9231281.0,1.0,814666.0,12.2048
2157,16.0,3.0,9.0, 1 0 3 2 5 4 7 6 11 12 9 10 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,1697740.0,12.2048
2158,16.0,3.0,9.0, 1 0 3 2 5 4 7 6 11 12 9 10 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),8308152,1.0,9394657.0,43.2094
2159,16.0,3.0,9.0, 1 0 3 2 5 4 7 6 11 12 9 10 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),6923460,1.0,9271350.0,39.2652
2160,16.0,3.0,9.0, 1 0 3 2 5 4 7 6 11 12 9 10 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),4615640,1.0,9686854.0,36.4325
2161,16.0,3.0,9.0, 1 0 3 2 5 4 7 6 11 12 9 10 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),2307820,1.0,15616819.0,47.8087
2162,16.0,3.0,9.0, 1 0 3 2 5 4 7 6 11 12 9 10 8 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.10),923128,1.0,23796570.0,59.7891
2163,16.0,3.0,10.0, 7 5 6 3 4 1 2 0 12 10 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MM,11033534.0,1.0,948291.0,13.8167
2164,16.0,3.0,10.0, 7 5 6 3 4 1 2 0 12 10 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,I-MM,-,1.0,1679240.0,13.8167
2165,16.0,3.0,10.0, 7 5 6 3 4 1 2 0 12 10 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.90),9930180,1.0,8077657.0,40.3535
2166,16.0,3.0,10.0, 7 5 6 3 4 1 2 0 12 10 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.75),8275150,1.0,7941905.0,35.8656
2167,16.0,3.0,10.0, 7 5 6 3 4 1 2 0 12 10 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.50),5516767,1.0,8913644.0,35.6414
2168,16.0,3.0,10.0, 7 5 6 3 4 1 2 0 12 10 11 8 9 15 14 13, 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15,6.0,MBBDS(k=1)(0.25),2758383,1.0,12879744.0,41.3288
